carpet_area,bedrooms,bathrooms,car_parking,furnishing,transaction_type,floor,total_floors,facing,overlooking,price,lat,long
636,2,2,2,2,1,9,16,East,"Garden/Park, Main Road",1.5,19.0570479,72.8847716
661,2,2,2,2,1,8,16,East,"Garden/Park, Main Road",1.5,19.0570479,72.8847716
393,1,1,1,1,1,,,,,1.2,19.032075,72.867561
612,2,2,1,1,1,,,,,1.7,19.032075,72.867561
740,2,2,1,1,0,5,7,East,Main Road,1.75,19.14926528930664,72.83353424072266
672,2,2,1,1,1,9,17,East,"Garden/Park, Pool, Main Road",1.68,19.1228392525584,72.8845296323174
1036,3,3,0,1,0,7,16,East,Garden/Park,2.5,19.1771773695655,72.9600928443916
690,2,2,0,2,0,3,4,East,"Garden/Park, Main Road",1.45,19.115489959716797,72.87269592285156
464,1,1,0,1,1,7,15,East,Main Road,1.27,19.079069137573242,72.90797424316406
789,2,2,1,2,1,,,,,1.62,19.169941,72.938735
392,1,2,0,2,1,,,West,"Garden/Park, Main Road",0.27,19.430269241333008,72.81341552734375
1124,3,3,2,1,1,6,23,East,"Garden/Park, Main Road",3.12,19.114625,72.884696
420.0,1,1,0,2,0,4,7,,,0.46,19.2867273,72.8750283
225,1,1,1,1,0,3,4,South,Main Road,0.56,19.291004180908203,72.87786865234375
400,1,2,0,2,0,,,West,"Garden/Park, Main Road",0.26,19.43003273010254,72.8138427734375
700,2,2,1,2,0,5,18,East,Main Road,1.66,19.111263,72.8956507
630,1,1,0,3,0,3,3,,"Garden/Park, Main Road",1.4,19.132108688354492,72.86907958984375
572,2,2,1,2,1,3,7,East,Main Road,1.38,19.209943771362305,72.83087158203125
570,1,1,0,1,1,1,4,,,0.254,19.459598541259766,72.81642150878906
750,2,2,0,3,1,3,4,North - East,Main Road,2.5,72.84046936035156,19.039152145385742
370,1,2,0,2,0,,,North,"Garden/Park, Main Road",0.23,19.362565994262695,72.84906005859375
1325,3,3,2,2,0,10,49,East,"Garden/Park, Pool, Main Road",4.25,19.17167384,72.86478709
3600,4,4,5,1,1,50,51,East,"Garden/Park, Pool, Main Road",18.0,19.17167384,72.86478709
738,2,2,1,1,1,10,36,North - East,,1.6,19.200165,72.868551
1180,3,3,1,2,0,9,17,North - East,,3.92,19.0479365,72.906129
1249,3,3,2,1,1,8,53,East,"Garden/Park, Pool, Main Road",3.55,19.133092,72.93475
962,3,3,2,1,1,5,23,East,"Garden/Park, Main Road",2.2,19.181124,72.839798
310,,1,0,1,0,3,4,North,Garden/Park,0.71,19.179580688476562,72.86116790771484
800,3,3,0,2,0,,,North - East,,1.82,19.2161347733655,72.8662271952278
2800,4,4,2,1,0,29,50,North - East,"Pool, Garden/Park",13.0,18.999216,72.817199
665,2,2,1,1,1,10,18,East,"Garden/Park, Pool, Main Road",2.65,19.126281,72.832641
710,2,1,1,2,0,5,7,South,"Garden/Park, Main Road",1.45,19.172305,72.8726155
325,1,2,0,1,1,20,40,East,,0.67,19.202279,72.82841
430,1,2,0,1,0,1,4,,,0.245,19.428272247314453,72.85038757324219
671,2,2,1,2,1,11,22,West,"Pool, Garden/Park, Main Road",1.68,19.111397,72.901428
1700,4,4,2,2,0,16,17,East,"Garden/Park, Pool, Main Road",2.6,19.1448936,72.8368073
1662,4,4,2,1,1,21,54,East,"Garden/Park, Pool, Main Road",7.14,19.04094,72.865281
520.0,2,3,1,1,1,20,24,East,"Garden/Park, Main Road",0.95,19.261664,72.874311
479,2,2,1,1,1,12,54,West,"Garden/Park, Main Road",1.1,19.204063,72.834543
3500,5,6,6,1,1,13,14,West,Main Road,20.0,19.11256980895996,72.83182525634766
644,2,2,0,1,1,,,,,2.18,19.123709,72.892867
556.0,1,2,0,1,1,1,10,North,Garden/Park,0.37,19.459598541259766,72.81642150878906
845,3,3,0,1,1,8,23,East,"Garden/Park, Main Road",1.99,19.152986,72.844618
1084,3,3,2,1,1,27,39,East,"Garden/Park, Pool, Main Road",2.49,19.1549192106419,72.8435657622205
908,3,2,1,1,1,30,39,East,"Garden/Park, Pool, Main Road",2.08,19.1549192106419,72.8435657622205
740,2,2,1,2,0,5,15,East,"Garden/Park, Pool",1.12,19.264989,72.873387
480,1,1,1,2,0,3,3,East,Main Road,1.15,19.233531951904297,72.83919525146484
1200,3,3,0,2,0,2,6,North,Main Road,3.25,19.075376510620117,72.86631774902344
640.0,2,2,1,3,0,3,7,East,Main Road,3.3,19.0129886,72.832718
1357,3,3,2,1,1,17,48,West,"Pool, Garden/Park, Main Road",4.8,19.04094,72.865281
700,2,2,0,2,0,4,4,East,Main Road,0.38,19.4150547612552,72.8088646084862
429,1,2,1,2,1,4,17,South - East,Main Road,0.99,19.1180749,72.8832135
700,2,2,0,1,0,7,14,,,1.72,19.2161347733655,72.8662271952278
385,1,2,1,2,0,,,East,Main Road,0.225,19.43251609802246,72.81001281738281
400,1,2,1,2,0,6,7,East,,0.295,19.4667925437131,72.8005949536875
332.0,1,1,0,1,0,2,5,,,0.11,19.428272247314453,72.85038757324219
3500,5,5,6,1,1,10,15,West,"Garden/Park, Main Road",19.99,19.09882164001465,72.83206939697266
2400,6,7,2,1,1,5,7,West,Main Road,11.6,19.105440139770508,72.84111785888672
1500,4,4,3,2,1,10,11,West,Main Road,9.22,19.111021041870117,72.82988739013672
980,3,3,0,1,1,17,22,South -West,"Garden/Park, Pool, Main Road",1.99,19.12998,72.933221
460,1,2,0,1,1,6,18,West,"Garden/Park, Pool, Main Road",0.96,19.058856964111328,72.88351440429688
670,2,2,1,2,1,7,20,South -West,"Garden/Park, Pool, Main Road",1.67,19.111397,72.901428
1022,3,3,0,1,1,,,,,5.23,19.0038320445835,72.8505157603601
1206,3,3,0,1,1,,,,,7.99,19.0038320445835,72.8505157603601
650,2,2,0,1,1,,,,,2.12,19.123709,72.892867
1812.0,3,5,2,1,1,,,East,"Garden/Park, Pool, Main Road",7.5,19.05749,72.850961
450,1,2,0,2,0,0,3,South - East,Main Road,0.8,19.174673080444336,72.94310760498047
751,2,2,1,1,0,14,18,East,,1.35,19.2149599,72.8177549
627,2,2,0,1,1,6,11,,,3.0,19.0829511089455,72.8486728847616
384.0,1,1,0,1,0,4,4,,,0.5,19.2846538,72.8474152
450,1,1,0,1,0,1,7,North - East,"Garden/Park, Pool, Main Road",0.36,19.360214233398438,72.84764862060547
973,3,3,1,1,1,10,54,North - East,"Garden/Park, Main Road",2.12,19.204063,72.834543
2100,4,4,3,3,1,5,8,West,Main Road,12.36,19.109262466430664,72.83142852783203
1650,4,4,2,1,1,7,14,West,Main Road,9.25,19.10679054260254,72.8321533203125
1139,3,3,1,2,1,,,,,2.9,19.220761,72.858095
380,1,2,2,1,1,7,14,North,"Garden/Park, Main Road",0.33799999999999997,19.4715847,72.80535875
1050,3,3,1,1,0,8,22,East,Garden/Park,3.65,19.1135137306472,72.9005669199916
320.0,1,1,0,1,0,6,7,North - East,,0.4,19.2618739,73.121398
2200,6,6,2,3,0,7,12,West,,7.25,19.07025909423828,72.8573226928711
440.0,1,2,0,2,1,7,16,,,0.7,19.213390350341797,72.9314193725586
780,2,3,1,3,0,3,7,North - East,"Garden/Park, Main Road",1.98,19.1664261,72.8323291
751,2,2,1,2,1,4,20,East,Garden/Park,1.07,19.27584635,72.87033299
641,2,2,0,2,0,,,North - West,Garden/Park,0.69,19.29123434,72.87967664
530,2,2,0,1,0,7,23,East,"Garden/Park, Main Road",1.8,19.201879,72.834483
800,3,3,0,1,1,10,15,West,Main Road,2.6,19.1278444,72.8333212
572,2,2,0,1,0,9,12,East,Garden/Park,1.6,19.1688179,72.9363751
1376,3,3,2,2,1,25,54,West,Garden/Park,7.0,19.0021289191359,72.8271378590909
864,2,2,2,2,1,,,West,Main Road,2.9,19.149478,72.827517
550,1,1,0,2,0,1,4,North,Main Road,2.5,18.995332717895508,72.83003997802734
430,1,2,0,2,0,4,8,South - East,Main Road,0.85,19.215547138151,72.818103777376
1150,3,3,1,2,0,22,42,East,,3.7,19.183975,72.8541495773243
389,1,1,1,3,0,,,North - East,Garden/Park,0.76,19.146608,72.795981
850,3,3,1,2,1,22,22,East,"Garden/Park, Pool, Main Road",1.16,19.2874366666667,72.877361
766,2,2,0,1,0,5,14,East,Garden/Park,1.4,19.25163486,72.87059072
550,2,2,1,1,0,,,East,Main Road,0.29,19.430289,72.808596
650,2,2,1,2,0,15,21,North - East,,1.75,19.098074,72.91985
581,2,2,1,1,0,,,North - West,"Garden/Park, Main Road",1.57,19.1675844,72.9506781
630,2,2,0,1,0,2,21,North,Main Road,1.5,19.162992477416992,72.83930206298828
1249,3,3,2,1,1,5,53,East,"Garden/Park, Main Road",3.5,19.133092,72.93475
1374,3,3,1,1,1,18,78,East,"Garden/Park, Pool, Main Road",7.62,19.004529021432425,72.8311680180356
1225,4,3,0,1,0,12,29,East,"Garden/Park, Pool, Main Road",5.0,19.129387,72.827935
1046,3,2,1,2,0,15,28,North - East,,3.1,19.098074,72.91985
737,2,2,1,1,1,9,15,East,"Garden/Park, Main Road",1.8,19.0637822,72.892005
763,2,2,1,1,1,8,45,West,"Garden/Park, Pool, Main Road",2.2,19.2052078,72.8633728
381,1,2,1,1,1,1,27,East,"Garden/Park, Pool, Main Road",0.79,19.2003119,72.863792
532.0,2,2,0,2,0,4,4,,,1.1,19.25393295288086,72.86724853515625
1082,3,3,1,1,1,1,14,East,"Garden/Park, Main Road",2.6,19.0637822,72.892005
1880,4,5,0,3,0,11,15,South,Main Road,13.0,18.90897560119629,72.80986022949219
600,2,2,0,2,0,5,7,North - East,"Main Road, Garden/Park",0.49,18.952141,72.829172
3000,4,4,2,2,1,38,58,West,"Garden/Park, Pool, Main Road",23.98,19.0082903,72.8201324
475,1,1,1,2,1,7,20,East,"Main Road, Garden/Park",1.25,19.178033,72.877398
754,2,2,2,1,1,6,38,East,"Garden/Park, Main Road",2.1,19.1565825242268,72.938552
690,2,2,0,1,1,5,11,East,"Main Road, Garden/Park",2.1,19.075376510620117,72.86631774902344
746,2,2,1,2,1,1,68,East,Main Road,2.59,19.1137131,72.8610097
880,3,2,2,1,1,15,22,North - East,"Garden/Park, Main Road",1.9,19.18023681640625,72.85541534423828
662.4,1,2,1,2,1,,,,,1.18,19.1452091,72.8321637
765.6,1,2,1,2,1,,,,,1.36,19.1452091,72.8321637
770,2,2,1,1,1,1,22,West,Pool,1.98,19.110012,72.897886
835,2,2,1,1,1,7,24,East,"Garden/Park, Pool, Main Road",3.81,19.0430729,72.840565
835,2,2,2,1,1,30,50,West,"Pool, Garden/Park, Main Road",5.91,18.99706,72.818401
1192.0,4,4,0,1,1,,,South,,6.7,19.1119045602204,72.8689822493299
1120.0,3,3,2,2,1,,,,,4.9,19.0038320445835,72.8505157603601
720.0,2,2,1,2,0,2,16,East,Garden/Park,1.64,19.138586,72.835973
876,3,3,0,1,1,,,,,0.836,19.438447,72.793821
270,1,1,0,1,1,4,7,East,Main Road,0.75,19.16322135925293,72.84957885742188
754,2,2,2,1,1,4,38,East,"Garden/Park, Main Road",2.1,19.1565825242268,72.938552
2040.0,3,4,2,3,0,16,41,,,15.0,18.971043,72.812831
465,1,2,0,3,0,4,7,North,"Garden/Park, Main Road",0.9,19.166612,72.933322
425,1,1,0,1,0,3,3,,,1.05,19.115489959716797,72.87269592285156
368,1,1,0,2,1,3,7,,,0.4,19.410506,72.832122
1110,4,3,1,2,0,12,18,North - East,,6.5,19.0937492,72.922604
617,2,2,1,3,0,1,5,West,Garden/Park,3.25,19.0575439181646,72.8303441616946
460,1,2,0,2,1,3,7,,,0.42,19.399539947509766,72.86042022705078
550,2,2,0,1,0,6,7,,,0.36,19.42988223,72.81182547
470,1,1,0,2,0,0,8,,Garden/Park,0.95,19.118427276611328,72.8958511352539
700,2,2,1,3,0,4,6,East,Main Road,2.0,19.1384567,72.8074563
396,1,2,0,2,0,,,East,"Garden/Park, Main Road",0.72,19.2512264251709,72.87142944335938
550,2,2,0,3,0,4,5,East,Garden/Park,2.3,19.08150863647461,72.83767700195312
700,2,1,0,2,0,1,3,,,0.37,19.459598541259766,72.81642150878906
738,2,2,1,1,1,,,South -West,"Garden/Park, Main Road",2.06,19.207694,72.850623
880,2,1,0,1,1,3,3,West,Main Road,3.0,72.83082580566406,19.05522918701172
425,2,1,0,2,0,5,6,,,0.7,19.174673080444336,72.94310760498047
920,2,2,1,1,1,15,75,East,"Garden/Park, Pool, Main Road",6.25,19.006107,72.828829
983,3,3,2,1,1,5,58,East,"Garden/Park, Main Road",2.94,19.13680648803711,72.93067169189453
670,2,2,2,1,1,7,23,East,"Garden/Park, Main Road",2.02,19.114625,72.884696
708.8,2,2,0,2,0,2,7,,,0.6,19.2627256950494,73.1428209178765
737,2,2,1,1,1,6,15,East,"Garden/Park, Main Road",1.7,19.0637822,72.892005
600,2,2,1,1,0,20,20,East,"Garden/Park, Pool",1.82,19.1077728874082,72.8972340250706
600,2,2,1,1,0,1,20,East,Main Road,1.73,19.1077728874082,72.8972340250706
974,3,3,1,1,1,11,75,East,"Garden/Park, Pool, Main Road",5.62,19.00639,72.828689
876,2,2,2,1,1,13,22,West,Garden/Park,6.01,19.0555163184335,72.8321900572049
1048,3,3,1,2,1,1,17,East,,2.82,19.0344083,72.889042
678,2,2,1,1,0,5,20,East,"Garden/Park, Pool",1.68,19.1077728874082,72.8972340250706
683.2,2,2,0,2,0,7,15,,,1.55,19.1202794,72.8393824
600,2,2,1,1,0,,,East,"Garden/Park, Main Road",1.4,19.06821060180664,72.89594268798828
400,1,2,1,1,0,,,East,Main Road,1.0,19.212547302246094,72.84413146972656
332,1,1,1,2,0,2,7,East,Garden/Park,0.96,19.210735321044922,72.84233093261719
750,2,2,1,3,0,9,21,East,Garden/Park,2.1,19.128953,72.9298045
716.0,2,2,0,3,0,1,7,,,1.6,19.1251044923422,72.8682120346131
2195,3,3,1,1,1,15,78,East,"Garden/Park, Pool, Main Road",9.75,19.0023383,72.8274989
470,1,1,0,1,0,11,15,West,Main Road,1.35,19.079998016357422,72.85449981689453
663,2,2,1,1,1,31,43,East,"Garden/Park, Pool, Main Road",1.85,19.1595755,72.9465747
288,,1,1,2,0,5,7,East,,0.52,19.19754439,72.87664111
835,2,2,2,1,1,30,50,West,"Pool, Garden/Park, Main Road",5.91,18.99706,72.818401
2600,4,5,0,2,0,5,39,North - East,"Main Road, Pool, Garden/Park",8.5,72.84268951416016,18.99842071533203
998,3,3,2,1,1,7,38,East,"Garden/Park, Main Road",2.45,19.1565825242268,72.938552
550,1,1,0,2,0,2,4,,,0.3,19.46588502542505,72.81599554431911
771,2,2,2,1,1,5,58,East,"Garden/Park, Main Road",2.3,19.13680648803711,72.93067169189453
715,2,2,0,1,1,11,21,,,1.5,19.2500595,72.8492066
998,3,3,2,1,1,7,38,East,"Garden/Park, Main Road",2.45,19.1565825242268,72.938552
1846,3,3,2,1,1,1,52,East,,8.5,18.9979914777291,72.8424209821017
600,2,2,1,2,0,9,20,East,Garden/Park,1.79,19.107617,72.898917
430,1,1,1,1,0,3,7,North - East,Main Road,0.55,19.29429,72.8681983333333
540,2,2,1,3,0,7,7,East,"Garden/Park, Main Road",0.65,19.2732249,72.8608696
228.0,1,1,0,1,0,2,3,,,0.125,19.459598541259766,72.81642150878906
180,1,1,0,1,0,3,5,East,"Garden/Park, Main Road",0.6,18.99842071533203,72.84268951416016
400,2,2,0,1,1,1,7,East,Main Road,0.65,19.174673080444336,72.94310760498047
225,,1,0,3,0,2,4,,Main Road,0.6,19.14811897277832,72.8423080444336
444,1,2,0,2,0,,,East,"Garden/Park, Pool, Main Road",0.8,19.25012969970703,72.87046813964844
625,2,2,0,2,0,,,East,"Garden/Park, Pool, Main Road",1.05,19.250743865966797,72.87232971191406
250,,2,1,1,0,,,East,Main Road,0.175,19.431699752807617,72.81048583984375
394,1,1,0,2,1,6,22,,,0.615,19.247005,72.871754
733,2,2,2,1,1,7,27,East,"Garden/Park, Main Road",2.19,19.123709,72.892867
959,3,2,1,1,1,,,North,Garden/Park,2.0,19.1296705,72.931658
460,1,2,0,1,1,7,18,South -West,"Main Road, Garden/Park, Pool",0.991,19.058019638061523,72.8852310180664
1508,4,4,0,2,0,6,12,East,Garden/Park,8.5,19.07072639465332,72.83612823486328
800,3,3,0,1,0,,,East,Main Road,0.43,19.46610450744629,72.81033325195312
396,1,2,0,2,1,,,North,Garden/Park,0.275,19.469602584838867,72.8000717163086
415,1,2,0,2,1,,,East,Garden/Park,0.28600000000000003,19.46829575,72.79722734
392,1,2,0,1,1,,,East,"Garden/Park, Main Road",0.25,19.471158981323242,72.79877471923828
586,2,2,0,1,1,,,North,Main Road,0.35,19.47151288,72.79877535
800.0,2,2,1,3,0,8,8,East,Garden/Park,2.0,19.156658172607422,72.85655975341797
735,2,2,1,1,0,2,8,West,Main Road,3.05,19.0957373,72.8423136
430,1,2,0,1,0,8,8,East,,0.96,19.218041,72.8717202
451,1,2,1,2,1,11,22,North - East,"Garden/Park, Main Road",1.25,19.114625,72.884696
380,1,1,1,1,0,3,7,West,Main Road,1.4,19.1284235,72.8198761
383,1,2,1,2,1,10,12,South - East,Garden/Park,0.275,19.470388412475586,72.79965209960938
920,3,3,1,1,0,11,15,East,Garden/Park,2.15,19.1139745,72.9035992
1760.0,3,4,2,1,1,30,42,East,"Garden/Park, Pool, Main Road",7.0,19.0360893,72.8373592
980,3,3,1,1,1,14,39,West,Main Road,2.11,19.208647,72.834066
585,2,2,1,1,1,,,,,3.15,18.962645,72.814734
572,2,2,1,1,1,,,,,2.95,18.962645,72.814734
575,2,2,0,1,1,6,10,South - East,Main Road,1.7,19.11923599243164,72.8638916015625
810,2,2,1,1,0,10,17,North - East,,2.51,19.0473992,72.904082
1016,3,2,2,1,1,3,13,West,"Garden/Park, Pool, Main Road",3.55,19.11441512,72.85198529
1092,3,3,2,1,1,9,10,West,Main Road,4.9,19.096529,72.851435
818,2,2,1,1,1,9,13,East,"Garden/Park, Pool, Main Road",2.86,19.11441512,72.85198529
840,2,2,1,1,1,6,10,East,Main Road,3.78,19.096529,72.851435
1250,4,4,1,2,0,6,6,North,Main Road,5.25,19.130657196044922,72.82621765136719
240,,2,1,1,0,,,West,Main Road,0.355,19.202919006347656,72.82595825195312
2000,4,4,2,2,0,13,15,North - West,Garden/Park,12.0,19.138439178466797,72.81218719482422
767,2,2,2,1,1,7,21,East,"Garden/Park, Pool, Main Road",2.21,19.110012,72.897886
516.0,1,2,0,3,1,1,4,,,0.6,19.304779052734375,72.86041259765625
650,2,2,0,1,1,2,9,East,Main Road,1.7,19.233531951904297,72.83919525146484
500,1,2,1,1,0,4,7,East,Main Road,1.2,19.233531951904297,72.83919525146484
890,2,2,1,1,0,15,41,,Garden/Park,2.7,19.2062083,72.872531
411,1,2,0,2,0,12,12,East,,0.82,19.14657974243164,72.92732238769531
1169,3,3,1,1,1,,,,,2.25,19.11486,72.849964
674,2,2,2,1,0,3,22,North - East,Main Road,1.9,19.195988,72.868512
390,1,2,0,2,0,6,15,East,Garden/Park,0.27,19.46398494,72.79705772
505,1,1,0,1,0,3,4,East,Main Road,0.35,19.369335174560547,72.8061294555664
1040.0,3,3,0,2,0,2,16,,,3.2,19.129737854003906,72.82915496826172
642,2,2,1,1,1,13,22,East,"Garden/Park, Pool, Main Road",1.7,19.241975784301758,72.84750366210938
450,1,1,0,1,0,0,4,,,0.31,19.454059600830078,72.7688217163086
445,1,2,0,1,0,5,7,East,"Main Road, Garden/Park",0.9,19.18897247314453,72.82200622558594
720,2,2,1,2,1,2,22,East,"Garden/Park, Main Road",1.32,19.24006691,72.8703184
496.8,1,1,0,2,0,9,19,,,0.6,19.30187227,72.87400382
858,2,2,1,1,1,,,,,1.75,19.11486,72.849964
540,1,1,0,1,1,1,3,East,Main Road,1.1,19.113627,72.93028
490,1,1,1,1,0,3,7,East,Main Road,1.3,19.233531951904297,72.83919525146484
763,2,2,1,1,1,33,43,West,"Garden/Park, Pool, Main Road",2.1,19.158125,72.947481
371,1,1,1,2,1,5,12,East,"Garden/Park, Main Road",1.31,19.1130121,72.8524113
464,2,2,1,2,1,6,12,East,"Garden/Park, Main Road",1.41,19.1130121,72.8524113
520,2,1,0,1,0,5,6,East,Garden/Park,2.49,18.997352600097656,72.8139419555664
650,2,2,0,1,1,4,12,,Main Road,1.69,19.209943771362305,72.83087158203125
1200,3,3,0,1,0,3,6,East,"Garden/Park, Pool, Main Road",5.97,18.954286575317383,72.80132293701172
425,1,2,0,1,1,12,17,West,"Garden/Park, Main Road",1.02,19.174673080444336,72.94310760498047
429,1,1,2,1,1,10,17,East,"Garden/Park, Pool, Main Road",1.08,19.1180749,72.8832135
577,2,2,2,1,1,10,17,East,"Garden/Park, Pool, Main Road",1.45,19.1180749,72.8832135
788,3,3,2,1,1,10,15,East,"Garden/Park, Pool, Main Road",2.0,19.062699,72.892612
649,2,2,1,2,1,15,30,East,"Pool, Garden/Park, Main Road",1.9,19.098074,72.91985
643,3,3,2,2,1,7,35,East,"Garden/Park, Main Road",2.2,19.170591,72.937278
360.0,1,2,1,2,0,2,16,North - West,,1.15,19.0410193703749,72.8493950885389
545,1,1,0,1,0,3,4,,Main Road,0.28,19.399539947509766,72.86042022705078
730,2,2,1,1,0,6,12,East,Garden/Park,1.92,19.0327987670898,72.896354675293
406,1,2,0,1,0,4,7,East,"Garden/Park, Main Road",0.95,19.032798767089844,72.89635467529297
1190,3,3,1,1,1,15,24,East,"Garden/Park, Main Road",4.5,19.233531951904297,72.83919525146484
475,1,2,1,1,0,2,8,North - East,Main Road,1.2,19.233531951904297,72.83919525146484
455,1,2,1,1,1,6,40,East,Garden/Park,1.73,19.0396375,72.876989
923,2,2,2,1,1,20,40,East,Main Road,3.35,19.0396375,72.876989
1323,3,3,2,1,1,20,40,East,"Garden/Park, Main Road",4.5,19.0396375,72.876989
828.0,2,2,1,2,0,4,6,East,Main Road,1.8,19.123639,72.84524
420,1,2,1,1,0,5,18,East,"Garden/Park, Main Road",1.45,18.976564407348633,72.83280944824219
893,2,2,1,1,0,34,78,North,"Garden/Park, Pool, Main Road",3.9,19.00639,72.828689
514,1,2,0,1,0,,,East,,0.94,19.1596950179688,72.9358988107455
1325,3,3,2,2,0,20,36,North - East,Pool,3.6,19.146426,72.7957
445,1,2,1,2,1,11,18,East,"Garden/Park, Main Road",1.0,19.0570479,72.8847716
444,1,2,1,2,1,7,18,East,"Garden/Park, Main Road",0.99,19.0570479,72.8847716
624,2,2,1,2,1,8,18,East,"Garden/Park, Main Road",1.31,19.0570479,72.8847716
617,2,2,1,2,1,7,18,East,"Garden/Park, Main Road",1.3,19.0570479,72.8847716
660,2,2,1,2,1,8,18,East,"Garden/Park, Main Road",1.41,19.0570479,72.8847716
661,2,2,1,2,1,8,18,East,"Garden/Park, Main Road",1.45,19.0570479,72.8847716
733,2,2,1,1,1,15,40,East,"Garden/Park, Pool, Main Road",1.17,19.2148536,72.8376699
775,2,2,1,1,1,15,40,East,"Garden/Park, Pool, Main Road",1.24,19.2148536,72.8376699
680,2,2,1,2,0,9,22,East,Main Road,1.62,19.2087168952409,72.8702275275391
503,1,2,0,2,1,17,21,,,1.0,19.130785,72.938082
360,1,1,0,1,0,4,4,North,,0.368,19.380794060437715,72.83133938773155
605,2,2,1,1,1,2,4,North - East,"Garden/Park, Main Road",0.37,19.356278,72.850005
980,3,2,2,1,1,15,40,East,"Garden/Park, Pool, Main Road",1.56,19.2148536,72.8376699
1145,3,3,2,1,1,6,13,East,Main Road,4.92,19.0951379201738,72.8473618199342
439,1,2,1,2,1,3,18,East,"Garden/Park, Main Road",1.1,19.0570479,72.8847716
625,2,2,1,2,1,6,18,North - East,"Garden/Park, Main Road",1.3,19.0570479,72.8847716
1042,3,2,1,1,0,42,44,North,"Garden/Park, Pool",2.75,19.152852,72.840615
1700,3,3,0,1,0,4,4,East,"Garden/Park, Pool, Main Road",7.25,18.97146987915039,72.80950927734375
468.0,1,2,1,2,1,,,,,0.23399999999999999,19.396594,72.846929
1200.0,3,3,2,3,0,5,5,East,,6.85,19.105727,72.8252369
570,2,2,0,2,1,27,31,North,"Main Road, Garden/Park",1.77,19.16885607,72.87786054
438,1,2,1,2,1,6,18,East,"Garden/Park, Main Road",1.11,19.0570479,72.8847716
839,3,2,0,1,1,,,,,2.0,19.1296705,72.931658
670,2,2,1,1,0,3,7,East,Main Road,1.52,19.210841,72.8755987441594
625,2,2,1,2,1,8,18,East,"Garden/Park, Main Road",1.35,19.0570479,72.8847716
626,2,2,1,2,1,8,18,East,"Garden/Park, Main Road",1.34,19.0570479,72.8847716
660,2,2,1,2,1,7,18,East,"Garden/Park, Main Road",1.33,19.0570479,72.8847716
444,1,2,1,2,1,6,18,East,"Garden/Park, Main Road",0.991,19.0570479,72.8847716
710,2,2,1,1,1,11,32,East,"Garden/Park, Pool, Main Road",2.25,19.1652117,72.84252912
1000,3,3,1,2,0,20,23,East,"Garden/Park, Main Road",2.4,19.2102993641941,72.8655740905348
380,1,1,1,1,1,6,17,East,Garden/Park,1.55,19.113631,72.905609
450,1,2,1,1,0,4,7,East,Garden/Park,1.32,19.11559447,72.909967
689,2,2,1,1,1,10,16,East,Garden/Park,1.7,19.1228392525584,72.8845296323174
885,3,3,2,1,1,10,16,East,Garden/Park,2.45,19.1228392525584,72.8845296323174
637,2,2,0,1,1,8,14,East,"Garden/Park, Pool, Main Road",0.48,19.470536,72.808309
1000,3,3,0,1,0,4,7,,,4.75,19.0864610409316,72.8280547037939
1081,3,3,2,2,0,7,27,North - West,"Garden/Park, Pool, Main Road",4.22,19.140335,72.86436198
900,3,3,1,2,0,,,South -West,,2.3,19.1040673,72.9176784
2200,4,4,4,1,0,26,30,East,Garden/Park,9.0,19.2161816534615,72.8753273487359
1346,4,4,3,1,1,36,55,East,Garden/Park,4.2,19.2248756,72.863143
936,2,2,2,2,0,12,45,North - West,"Garden/Park, Pool",2.33,19.17100978,72.87098943
625,2,2,0,3,1,,,,,1.49,19.176153,72.871249
710,2,2,0,3,1,,,,,1.75,19.176153,72.871249
180,1,1,0,3,0,3,3,,,0.5,18.951086044311523,72.83769989013672
